,,Subject,,,665,
,,Protocol,,,Level_4,
,,Type,,,Master,
,,Channel,,,4,
,,Master,,,,
,,Date,,,2025-08-20,
,,Time,,,16:43:58,241,
,,Clock,,,5,
,,Time Warp,,,1x,
3705,2114,670,Exit,17,CorrectResp,Time,
3706,2114,670,Entry,1,MagEntry,,
3707,2114,670,Reg,2,ComptNbessai,   59,000,
3708,2114,670,Reg,13,Accuracy,   83,929,
3709,2114,670,Reg,14,Omission,    0,000,
3710,2115,000,Input,34,Off1A2,,
3711,2115,000,Input,35,Off1A3,,
3712,2115,495,Input,1,On1A1,,
3713,2115,495,Exit,1,MagEntry,1,
3714,2115,495,Entry,2,ITI2sec,,
3715,2117,500,Exit,2,ITI2sec,Time,
3716,2117,500,Entry,3,RandomHole,,
3717,2117,510,Exit,3,RandomHole,Time,
3718,2117,510,List,,Pseudo1a5,    6,000,
3719,2117,510,Entry,6,hole1,,
3720,2117,510,Reg,12,HoleNumber,    1,000,
3721,2117,780,Input,33,Off1A1,,
3722,2120,715,Input,2,On1A2,,
3723,2120,715,Input,3,On1A3,,
3724,2120,715,Exit,6,hole1,3,
3725,2120,715,Entry,18,IncorrectResp,,
3726,2120,715,Reg,4,ComptIncR,   10,000,
3727,2120,715,Reg,1,ComptOmision,    0,000,
3728,2120,725,Exit,18,IncorrectResp,Time,
3729,2120,725,Entry,5,TimeOut,,
3730,2121,055,Input,34,Off1A2,,
3731,2121,055,Input,35,Off1A3,,
3732,2121,240,Input,2,On1A2,,
3733,2121,240,Input,3,On1A3,,
3734,2122,225,Input,34,Off1A2,,
3735,2122,225,Input,35,Off1A3,,
3736,2125,730,Exit,5,TimeOut,Time,
3737,2125,730,Entry,1,MagEntry,,
3738,2125,730,Reg,2,ComptNbessai,   60,000,
3739,2125,730,Reg,13,Accuracy,   82,456,
3740,2125,730,Reg,14,Omission,    0,000,
3741,2126,650,Input,3,On1A3,,
3742,2127,640,Input,35,Off1A3,,
3743,2129,210,Input,1,On1A1,,
3744,2129,210,Exit,1,MagEntry,1,
3745,2129,210,Entry,2,ITI2sec,,
3746,2129,545,Input,33,Off1A1,,
3747,2131,215,Exit,2,ITI2sec,Time,
3748,2131,215,Entry,3,RandomHole,,
3749,2131,225,Exit,3,RandomHole,Time,
3750,2131,225,List,,Pseudo1a5,   14,000,
3751,2131,225,Entry,14,hole5,,
3752,2131,225,Reg,12,HoleNumber,    5,000,
3753,2132,115,Input,1,On1A1,,
3754,2132,450,Input,33,Off1A1,,
3755,2134,180,Input,3,On1A3,,
3756,2134,180,Input,4,On1A4,,
3757,2134,180,Exit,14,hole5,4,
3758,2134,180,Entry,17,CorrectResp,,
3759,2134,180,Reg,3,ComptCR,  103,000,
3760,2134,180,Reg,6,Reward,  103,000,
3761,2134,180,Reg,8,CptReward,   48,000,
3762,2134,180,Reg,1,ComptOmision,    0,000,
3763,2134,185,Exit,17,CorrectResp,Time,
3764,2134,185,Entry,1,MagEntry,,
3765,2134,185,Reg,2,ComptNbessai,   61,000,
3766,2134,185,Reg,13,Accuracy,   82,759,
3767,2134,185,Reg,14,Omission,    0,000,
3768,2134,521,Input,35,Off1A3,,
3769,2134,521,Input,36,Off1A4,,
3770,2135,145,Input,1,On1A1,,
3771,2135,145,Exit,1,MagEntry,1,
3772,2135,145,Entry,2,ITI2sec,,
3773,2136,780,Input,33,Off1A1,,
3774,2137,150,Exit,2,ITI2sec,Time,
3775,2137,150,Entry,3,RandomHole,,
3776,2137,160,Exit,3,RandomHole,Time,
3777,2137,160,List,,Pseudo1a5,   14,000,
3778,2137,160,Entry,14,hole5,,
3779,2137,160,Reg,12,HoleNumber,    5,000,
3780,2138,035,Input,3,On1A3,,
3781,2138,035,Input,4,On1A4,,
3782,2138,035,Exit,14,hole5,4,
3783,2138,035,Entry,17,CorrectResp,,
3784,2138,035,Reg,3,ComptCR,  104,000,
3785,2138,035,Reg,6,Reward,  104,000,
3786,2138,035,Reg,8,CptReward,   49,000,
3787,2138,035,Reg,1,ComptOmision,    0,000,
3788,2138,040,Exit,17,CorrectResp,Time,
3789,2138,040,Entry,1,MagEntry,,
3790,2138,040,Reg,2,ComptNbessai,   62,000,
3791,2138,040,Reg,13,Accuracy,   83,051,
3792,2138,040,Reg,14,Omission,    0,000,
3793,2138,370,Input,35,Off1A3,,
3794,2138,370,Input,36,Off1A4,,
3795,2139,100,Input,1,On1A1,,
3796,2139,100,Exit,1,MagEntry,1,
3797,2139,100,Entry,2,ITI2sec,,
3798,2140,410,Input,33,Off1A1,,
3799,2141,105,Exit,2,ITI2sec,Time,
3800,2141,105,Entry,3,RandomHole,,
3801,2141,115,Exit,3,RandomHole,Time,
3802,2141,115,List,,Pseudo1a5,   14,000,
3803,2141,115,Entry,14,hole5,,
3804,2141,115,Reg,12,HoleNumber,    5,000,
3805,2142,000,Input,3,On1A3,,
3806,2142,000,Input,4,On1A4,,
3807,2142,000,Exit,14,hole5,4,
3808,2142,000,Entry,17,CorrectResp,,
3809,2142,000,Reg,3,ComptCR,  105,000,
3810,2142,000,Reg,6,Reward,  105,000,
3811,2142,000,Reg,8,CptReward,   50,000,
3812,2142,000,Reg,1,ComptOmision,    0,000,
3813,2142,005,Exit,17,CorrectResp,,
3814,2142,005,Entry,19,State_change,,
3815,2142,005,Reg,7,Newstage,    6,000,
3816,2142,005,Reg,8,CptReward,    0,000,
3817,2142,005,Reg,2,ComptNbessai,    0,000,
3818,2142,005,Reg,4,ComptIncR,    0,000,
3819,2142,005,Reg,9,Omision,    0,000,
3820,2142,010,Exit,19,State_change,,
3821,2142,010,Entry,25,Level6,,
3822,2142,015,Exit,25,Level6,Time,
3823,2142,015,Entry,1,MagEntry,,
3824,2142,015,Reg,2,ComptNbessai,    1,000,
3825,2142,015,Reg,13,Accuracy,      NaN,
3826,2142,015,Reg,14,Omission,    0,000,
3827,2142,335,Input,35,Off1A3,,
3828,2142,335,Input,36,Off1A4,,
3829,2143,111,Input,1,On1A1,,
3830,2143,111,Exit,1,MagEntry,1,
3831,2143,111,Entry,2,ITI2sec,,
3832,2144,095,Input,33,Off1A1,,
3833,2144,675,Input,1,On1A1,,
3834,2145,115,Exit,2,ITI2sec,Time,
3835,2145,115,Entry,3,RandomHole,,
3836,2145,125,Exit,3,RandomHole,Time,
3837,2145,125,List,,Pseudo1a5,   12,000,
3838,2145,125,Entry,12,hole4,,
3839,2145,125,Reg,12,HoleNumber,    4,000,
3840,2145,340,Input,33,Off1A1,,
3841,2146,410,Input,2,On1A2,,
3842,2146,410,Input,3,On1A3,,
3843,2146,410,Exit,12,hole4,3,
3844,2146,410,Entry,17,CorrectResp,,
3845,2146,410,Reg,3,ComptCR,  106,000,
3846,2146,410,Reg,6,Reward,  106,000,
3847,2146,410,Reg,8,CptReward,    1,000,
3848,2146,410,Reg,1,ComptOmision,    0,000,
3849,2146,415,Exit,17,CorrectResp,,
3850,2146,415,Entry,36,CorrectResp_suite,,
3851,2146,415,Reg,3,ComptCR,  107,000,
3852,2146,415,Reg,6,Reward,  107,000,
3853,2146,415,Reg,8,CptReward,    2,000,
3854,2146,415,Reg,1,ComptOmision,    0,000,
3855,2146,425,Exit,36,CorrectResp_suite,Time,
3856,2146,425,Entry,1,MagEntry,,
3857,2146,425,Reg,2,ComptNbessai,    2,000,
3858,2146,425,Reg,13,Accuracy,  100,000,
3859,2146,425,Reg,14,Omission,    0,000,
3860,2146,745,Input,34,Off1A2,,
3861,2146,745,Input,35,Off1A3,,
3862,2147,410,Input,1,On1A1,,
3863,2147,410,Exit,1,MagEntry,1,
3864,2147,410,Entry,2,ITI2sec,,
3865,2149,370,Input,33,Off1A1,,
3866,2149,415,Exit,2,ITI2sec,Time,
3867,2149,415,Entry,3,RandomHole,,
3868,2149,425,Exit,3,RandomHole,Time,
3869,2149,425,List,,Pseudo1a5,   14,000,
3870,2149,425,Entry,14,hole5,,
3871,2149,425,Reg,12,HoleNumber,    5,000,
3872,2151,745,Input,3,On1A3,,
3873,2151,745,Input,4,On1A4,,
3874,2151,745,Exit,14,hole5,4,
3875,2151,745,Entry,17,CorrectResp,,
3876,2151,745,Reg,3,ComptCR,  108,000,
3877,2151,745,Reg,6,Reward,  108,000,
3878,2151,745,Reg,8,CptReward,    3,000,
3879,2151,745,Reg,1,ComptOmision,    0,000,
3880,2151,750,Exit,17,CorrectResp,,
3881,2151,750,Entry,36,CorrectResp_suite,,
3882,2151,750,Reg,3,ComptCR,  109,000,
3883,2151,750,Reg,6,Reward,  109,000,
3884,2151,750,Reg,8,CptReward,    4,000,
3885,2151,750,Reg,1,ComptOmision,    0,000,
3886,2151,760,Exit,36,CorrectResp_suite,Time,
3887,2151,760,Entry,1,MagEntry,,
3888,2151,760,Reg,2,ComptNbessai,    3,000,
3889,2151,760,Reg,13,Accuracy,  100,000,
3890,2151,760,Reg,14,Omission,    0,000,
3891,2152,080,Input,36,Off1A4,,
3892,2152,085,Input,35,Off1A3,,
3893,2152,950,Input,1,On1A1,,
3894,2152,950,Exit,1,MagEntry,1,
3895,2152,950,Entry,2,ITI2sec,,
3896,2153,615,Input,33,Off1A1,,
3897,2154,955,Exit,2,ITI2sec,Time,
3898,2154,955,Entry,3,RandomHole,,
3899,2154,965,Exit,3,RandomHole,Time,
3900,2154,965,List,,Pseudo1a5,   10,000,
3901,2154,965,Entry,10,hole3,,
3902,2154,965,Reg,12,HoleNumber,    3,000,
3903,2156,115,Input,4,On1A4,,
3904,2156,115,Exit,10,hole3,4,
3905,2156,115,Entry,17,CorrectResp,,
3906,2156,115,Reg,3,ComptCR,  110,000,
3907,2156,115,Reg,6,Reward,  110,000,
3908,2156,115,Reg,8,CptReward,    5,000,
3909,2156,115,Reg,1,ComptOmision,    0,000,
3910,2156,120,Exit,17,CorrectResp,,
3911,2156,120,Entry,36,CorrectResp_suite,,
3912,2156,120,Reg,3,ComptCR,  111,000,
3913,2156,120,Reg,6,Reward,  111,000,
3914,2156,120,Reg,8,CptReward,    6,000,
3915,2156,120,Reg,1,ComptOmision,    0,000,
3916,2156,130,Exit,36,CorrectResp_suite,Time,
3917,2156,130,Entry,1,MagEntry,,
3918,2156,130,Reg,2,ComptNbessai,    4,000,
3919,2156,130,Reg,13,Accuracy,  100,000,
3920,2156,130,Reg,14,Omission,    0,000,
3921,2156,775,Input,36,Off1A4,,
3922,2157,485,Input,1,On1A1,,
3923,2157,485,Exit,1,MagEntry,1,
3924,2157,485,Entry,2,ITI2sec,,
3925,2158,145,Input,33,Off1A1,,
3926,2159,490,Exit,2,ITI2sec,Time,
3927,2159,490,Entry,3,RandomHole,,
3928,2159,500,Exit,3,RandomHole,Time,
3929,2159,500,List,,Pseudo1a5,   12,000,
3930,2159,500,Entry,12,hole4,,
3931,2159,500,Reg,12,HoleNumber,    4,000,
3932,2160,550,Input,2,On1A2,,
3933,2160,550,Input,3,On1A3,,
3934,2160,550,Exit,12,hole4,3,
3935,2160,550,Entry,17,CorrectResp,,
3936,2160,550,Reg,3,ComptCR,  112,000,
3937,2160,550,Reg,6,Reward,  112,000,
3938,2160,550,Reg,8,CptReward,    7,000,
3939,2160,550,Reg,1,ComptOmision,    0,000,
3940,2160,555,Exit,17,CorrectResp,,
3941,2160,555,Entry,36,CorrectResp_suite,,
3942,2160,555,Reg,3,ComptCR,  113,000,
3943,2160,555,Reg,6,Reward,  113,000,
3944,2160,555,Reg,8,CptReward,    8,000,
3945,2160,555,Reg,1,ComptOmision,    0,000,
3946,2160,565,Exit,36,CorrectResp_suite,Time,
3947,2160,565,Entry,1,MagEntry,,
3948,2160,565,Reg,2,ComptNbessai,    5,000,
3949,2160,565,Reg,13,Accuracy,  100,000,
3950,2160,565,Reg,14,Omission,    0,000,
3951,2161,210,Input,34,Off1A2,,
3952,2161,210,Input,35,Off1A3,,
3953,2161,945,Input,1,On1A1,,
3954,2161,945,Exit,1,MagEntry,1,
3955,2161,945,Entry,2,ITI2sec,,
3956,2162,930,Input,33,Off1A1,,
3957,2163,950,Exit,2,ITI2sec,Time,
3958,2163,950,Entry,3,RandomHole,,
3959,2163,960,Exit,3,RandomHole,Time,
3960,2163,960,List,,Pseudo1a5,    8,000,
3961,2163,960,Entry,8,hole2,,
3962,2163,960,Reg,12,HoleNumber,    2,000,
3963,2165,515,Input,3,On1A3,,
3964,2165,515,Exit,8,hole2,3,
3965,2165,515,Entry,17,CorrectResp,,
3966,2165,515,Reg,3,ComptCR,  114,000,
3967,2165,515,Reg,6,Reward,  114,000,
3968,2165,515,Reg,8,CptReward,    9,000,
3969,2165,515,Reg,1,ComptOmision,    0,000,
3970,2165,520,Exit,17,CorrectResp,,
3971,2165,520,Entry,36,CorrectResp_suite,,
3972,2165,520,Reg,3,ComptCR,  115,000,
3973,2165,520,Reg,6,Reward,  115,000,
3974,2165,520,Reg,8,CptReward,   10,000,
3975,2165,520,Reg,1,ComptOmision,    0,000,
3976,2165,530,Exit,36,CorrectResp_suite,Time,
3977,2165,530,Entry,1,MagEntry,,
3978,2165,530,Reg,2,ComptNbessai,    6,000,
3979,2165,530,Reg,13,Accuracy,  100,000,
3980,2165,530,Reg,14,Omission,    0,000,
3981,2165,855,Input,35,Off1A3,,
3982,2166,360,Input,1,On1A1,,
3983,2166,360,Exit,1,MagEntry,1,
3984,2166,360,Entry,2,ITI2sec,,
3985,2168,365,Exit,2,ITI2sec,Time,
3986,2168,365,Entry,3,RandomHole,,
3987,2168,375,Exit,3,RandomHole,Time,
3988,2168,375,List,,Pseudo1a5,    6,000,
3989,2168,375,Entry,6,hole1,,
3990,2168,375,Reg,12,HoleNumber,    1,000,
3991,2168,970,Input,33,Off1A1,,
3992,2173,380,Exit,6,hole1,Time,
3993,2173,380,Entry,26,Hold1,,
3994,2175,885,Exit,26,Hold1,Time,
3995,2175,885,Entry,31,Holdhole1,,
3996,2178,390,Exit,31,Holdhole1,Time,
3997,2178,390,Entry,16,Omission,,
3998,2178,390,Reg,1,ComptOmision,    1,000,
3999,2178,390,Reg,9,Omision,    1,000,
4000,2178,400,Exit,16,Omission,Time,
4001,2178,400,Entry,5,TimeOut,,
4002,2183,405,Exit,5,TimeOut,Time,
4003,2183,405,Entry,1,MagEntry,,
4004,2183,405,Reg,2,ComptNbessai,    7,000,
4005,2183,405,Reg,13,Accuracy,  100,000,
4006,2183,405,Reg,14,Omission,    0,000,
4007,2186,805,Input,2,On1A2,,
4008,2186,805,Input,3,On1A3,,
4009,2187,140,Input,34,Off1A2,,
4010,2187,140,Input,35,Off1A3,,
4011,2213,245,Input,2,On1A2,,
4012,2213,585,Input,34,Off1A2,,
4013,2215,645,Input,2,On1A2,,
4014,2215,645,Input,3,On1A3,,
4015,2215,980,Input,34,Off1A2,,
4016,2215,980,Input,35,Off1A3,,
4017,2229,330,Input,3,On1A3,,
4018,2229,665,Input,35,Off1A3,,
4019,2230,195,Input,2,On1A2,,
4020,2230,195,Input,3,On1A3,,
4021,2230,530,Input,34,Off1A2,,
4022,2230,530,Input,35,Off1A3,,
4023,2233,890,Input,3,On1A3,,
4024,2233,890,Input,4,On1A4,,
4025,2234,225,Input,35,Off1A3,,
4026,2234,225,Input,36,Off1A4,,
4027,2368,590,Input,4,On1A4,,
4028,2369,250,Input,36,Off1A4,,
4029,2400,000,Exit,1,MagEntry,Time,
4030,2400,000,Finish,,,,
